Câu hỏi,LOẠI,DATASET
Vụ ném bom nguyên tử xuống Hiroshima và Nagasaki vào ngày nào?,NUM.date,TEST
Việt Nam gia nhập WTO vào ngày nào?,NUM.date,TEST
Việt Nam có thuộc ASEAN không?,SELECT,TEST
Máy chơi trò chơi điện tử tại gia Super Nintendo Entertainment System thường được viết tắt như thế nào?,ABBR.abb,TEST
Nhà Xuất Bản thường được rút gọn như thế nào?,ABBR.abb,TEST
LHQ viết tắt cho cái gì?,ABBR.exp,TEST
Tình trạng bảo tồn là gì?,DESC.def,TEST
Họ Trâu bò là gì?,DESC.def,TEST
Các màu trong Quốc kỳ Saint Vincent và Grenadines tượng trưng cho gì?,DESC.desc,TEST
Lá cây nào xuất hiện trên quốc kì Canada?,DESC.desc,TEST
Sao vàng trên quốc kì Việt Nam mang ý nghĩa gì?,DESC.desc,TEST
Làm sao mà kim loại dẫn điện được?,DESC.reason,TEST
Tại sao các tờ tiền có kích thước khác nhau?,DESC.reason,TEST
Rau câu được làm từ gì?,ENTY,TEST
Kể tên chuỗi siêu thị lớn nhất Việt Nam,HUM.group,TEST
Chủ tịch nước Việt Nam là ai?,HUM.ind,TEST
"Ai là tác giả của câu chuyện ""Bạch tuyết và bảy chú lùn""?",HUM.ind,TEST
Ai là chủ tịch Quốc hội Việt Nam?,HUM.ind,TEST
Kể tên một ca sĩ người Việt,HUM.ind,TEST
Ai sở hữu tập đoàn Vingroup?,HUM.ind,TEST
Thánh địa Hồi giáo nằm ở đâu?,LOC,TEST
Cực bắc của Việt Nam nằm ở đâu?,LOC,TEST
Dinh Độc Lập nằm ở đâu?,LOC,TEST
Thủ đô của Hoa Kì là thành phố nào?,LOC.city,TEST
Thành phố nào đông dân nhất thế giới?,LOC.city,TEST
Cầu Cổng Vàng nằm ở thành phố nào?,LOC.city,TEST
Nước nào có quốc kì là hình mặt trời mọc?,LOC.country,TEST
Nhà soạn nhạc Beethoven mất vào năm nào?,NUM,TEST
Việt Nam thông qua Hiến pháp đầu tiên vào ngày nào?,NUM.date,TEST
Bóng đèn được phát minh vào năm nào?,NUM.date,TEST
Tết Nguyên Đán năm 2022 rơi vào ngày nào?,NUM.date,TEST
Trái đất có bao giờ đâm vào mặt trời không?,SELECT,TEST
Con người có thể không ngủ không?,SELECT,TEST
Người da đỏ có sống ở Việt Nam không?,SELECT,TEST
"Ngân hàng ""Sài Gòn Thường Tín"" có tên viết tắt là gì?",ABBR.abb,TEST
"""Tổ chức Thương mại Thế giới"" viết tắt là gì?",ABBR.abb,TEST
Đài truyền hình Việt Nam gọi tắt là gì?,ABBR.abb,TEST
BTW là viết tắt của từ gì trong tiếng anh?,ABBR.abb,TEST
Tên đầy đủ của ngân hàng BIDV là gì?,ABBR.exp,TEST
Đường trung tuyến là gì?,DESC.def,TEST
Người theo chủ nghĩa duy vật tin vào điều gì?,DESC.desc,TEST
Sự khác nhau giữa tự dưỡng và dị dưỡng là gì?,DESC.desc,TEST
Tại sao không nên uống sữa khi đói?,DESC.reason,TEST
Cuốn sách nào bán chạy nhất thế giới?,ENTY,TEST
Quả táo khi chín có màu gì?,ENTY,TEST
Nguyên tố cấu tạo nên phân tử nước là gì?,ENTY,TEST
Jack Ma là ai?,HUM.desc,TEST
Đội bóng nào vô địch cúp c1 nhiều nhất?,HUM.group,TEST
Ai là người phát minh ra bóng đèn?,HUM.ind,TEST
Người phụ nữ đầu tiên nhận giải nobel là ai?,HUM.ind,TEST
Nơi nào có nhiệt độ cao nhất trên trái đất?,LOC,TEST
Thành phố cảng lớn nhất Việt nam là gì?,LOC.city,TEST
Tượng Nữ thần tự do nằm ở thành phố nào?,LOC.city,TEST
Đại học Harvard ở thành phố nào?,LOC.city,TEST
Dịch bệnh Corona bắt nguồn đầu tiên tại nơi nào?,LOC.country,TEST
Đất nước nào được mệnh danh là xứ sở hoa anh đào?,LOC.country,TEST
Có bao nhiêu loài hoa lan trên thế giới?,NUM,TEST
Có bao nhiêu loại hình công ty?,NUM,TEST
Cây đa là rễ cọc hay rễ chùm?,SELECT,TEST
Tổng đốc Hoàng Diệu đã chỉ huy cuộc chiến đấu chống sự xâm lược Hà Nội lần thứ mấy của thực dân Pháp?,NUM,TEST
Con vật nào chạy nhanh nhất trong giới động vật?,ENTY,TEST
Con nào lặn sâu nhất trong giới động vật?,ENTY,TEST
Con nào có cổ dài nhất?,ENTY,TEST
Đồi thuộc dạng địa hình núi già hay trẻ? ,SELECT,TEST
Sao hỏa có mưa hay không?,SELECT,TEST
Quê cậu mùa đông có tuyết rơi hay không?,SELECT,TEST
Nước nào giàu nhất thế giới?,LOC.country,TEST
Thành phố nào có bãi biển đẹp nhất Việt Nam?,LOC.city,TEST
Vì sao ngày nào mặt trời cũng mọc?,DESC.reason,TEST
Tại sao con rết lại sợ con gà?,DESC.reason,TEST
Tam giác vuông là gì?,DESC.def,TEST
Tư duy phản biện là gì?,DESC.def,TEST
Tổ chức thương mại thế giới tên gọi là gì?,HUM.group,TEST
Cơ quan hàng không vũ trụ Hoa Kì tên gọi là gì?,HUM.group,TEST
Bãi biển nào đẹp nhất thế giới nằm ở đâu?,LOC,TEST
Ngọn núi cao nhất Nhật Bản là gì?,LOC,TEST
Bạn nghĩ như thế nào việc ở kí túc xá?,HUM.ind,TEST
Quan điểm của bạn về việc học tiếng Trung?,HUM.ind,TEST
Tính cách của cô ấy như nào?,HUM.desc,TEST
HIV là viết tắt của hội chứng gì?,ABBR.exp,TEST
UN là viết tắt của cái gì?,ABBR.exp,TEST
Tên viết tắt của tổ chức phát triển luật quốc tế là gì?,ABBR.abb,TEST
Tên viết tắt của tổ chức mậu dịch quốc tế là gì?,ABBR.abb,TEST
Tên viết tắt của tổ chức giáo dục khoa học và văn hóa là gì?,ABBR.abb,TEST
Nasa là tên viết tắt của cơ quan nào của mỹ?,ABBR.abb,TEST
Tên viết tắt của liên đoàn bóng đá đông nam á?,ABBR.abb,TEST
Ascii là viết tắt của chữ gì?,ABBR.exp,TEST
Aids là gì?,DESC.def,TEST
Ascii là gì?,DESC.def,TEST
Công nghiệp hóa là gì?,DESC.def,TEST
Sóng hấp dẫn là gì?,DESC.def,TEST
Album đầu tay của adele tên gì?,ENTY,TEST
Tên chính thức của na uy là gì?,ENTY,TEST
Tây thi là ai?,HUM.desc,TEST
Ai phát minh ra cột thiên lôi?,HUM.ind,TEST
Ai sáng tạo ra bảng chữ cái dành cho người mù?,HUM.ind,TEST
Tổng thống hoa kỳ nào được bầu hơn hai nhiệm kỳ?,HUM.ind,TEST
Chùm ngây có xuất xứ từ đâu?,LOC,TEST
Quần đảo cát bà nằm ở đâu?,LOC,TEST
Sơn la nằm ở đâu?,LOC,TEST
Cầu Long Biên ở đâu?,LOC.city,TEST
Chùa một cột ở đâu?,LOC.city,TEST
Thầy Nguyễn Đình Chiểu quê ở đâu?,LOC.city,TEST
Black pink là nhóm nhạc của nước nào?,LOC.country,TEST
Nền văn minh aztec ra đời ở nước nào?,LOC.country,TEST
Cacbon có bao nhiêu hình dạng?,NUM,TEST
John Cena có bao nhiêu lần giữ đai WWE Championship?,NUM,TEST
Đế quốc mông cổ tồn tại khoảng thời gian nào?,NUM.date,TEST
Hồ ngọc hà giành giải nữ ca sĩ được yêu thích nhất vào năm nào?,NUM.date,TEST
Sinh nhật của park bo gum là ngày nào?,NUM.date,TEST
Thế vận hội hiện đại được tổ chức lần đầu tiên vào thời gian nào?,NUM.date,TEST
Viết tắt của tổ chức kinh tế thế giới là gì?,ABBR.abb,TEST
Từ viết tắt cho cơ quan tình báo quốc gia Việt Nam là gì?,ABBR.abb,TEST
RAM viết tắt của từ gì?,ABBR.exp,TEST
S.O.S là viết tắt cho điều gì?,ABBR.exp,TEST
CNN là cách viết ngắn gọn của điều gì?,ABBR.exp,TEST
Bảng Anh là gì?,DESC.def,TEST
Đông trùng hạ thảo là gì?,DESC.def,TEST
Bánh donut là bánh gì?,DESC.def,TEST
Tôn giáo chính ở Bangladesh là gì?,ENTY,TEST
ppm là đơn vị đo gì?,ENTY,TEST
Bạn có thể nói với tôi những gì về Taylor Swift?,HUM.desc,TEST
Steve Job là ai?,HUM.desc,TEST
Nhóm người nào được mang tới Mỹ Châu và bán làm nô lệ?,HUM.group,TEST
Hãng lốp xe ô tô Bridgestone là của nước nào?,LOC.country,TEST
Đất nước nào hạnh phúc nhất thế giới trong đại dịch Covid-19?,LOC.country,TEST
"Quốc gia nào 'miễn nhiễm Covid', từ chối vaccine?",LOC.country,TEST
Dân số của Bangladesh đứng thứ mấy trên thế giới?,NUM,TEST
Phở miền Bắc hay miền Nam ngon hơn?,SELECT,TEST
Viết tắt của Việt Nam là gì?,ABBR.abb,TEST
Viết tắt của cựu chiến binh?,ABBR.abb,TEST
Hoa hải đường là hoa gì?,DESC.def,TEST
Thế nào gọi là mọt sách?,DESC.def,TEST
Dùng máy học để làm gì?,DESC.desc,TEST
Dùng máy tính để làm gì?,DESC.desc,TEST
Đá từ đâu mà ra?,DESC.desc,TEST
Chuyện gì xảy ra vào năm 1999?,DESC.desc,TEST
Tại sao nước lại trong suất?,DESC.reason,TEST
Tiếng kêu quạc quạc là của con gì?,ENTY,TEST
Con gì đang tuyệt chủng?,ENTY,TEST
Ai là người phát minh ra máy tính?,HUM.ind,TEST
Vị trí nào đẹp để xây nhà?,LOC,TEST
Nơi nào lạnh nhất?,LOC,TEST
Thành phố nào có công nghệ phát triển nhất?,LOC.city,TEST
Nước nào trong Châu Á phát triển nhất?,LOC.country,TEST
Nước nào có nhiều người nước ngoài nhất?,LOC.country,TEST
Quốc gia nào giàu nhất?,LOC.country,TEST
Có bao nhiêu chữ cái trên bàn phím máy tính?,NUM,TEST
Mất bao nhiêu năm để phân huy bọc ni lon?,NUM,TEST
Mấy năm thì có một năm nhuận?,NUM,TEST
Có bao nhiêu người trên thế giới?,NUM,TEST
Ngày 16/9/2020 chuyển qua âm lịch là ngày mấy?,NUM.date,TEST
Bác Hồ mất năm mấy?,NUM.date,TEST
Mặt trời có chiếu tới sao diêm vương không?,SELECT,TEST
Có nên tắm khi nhiệt độ là 20 độ không?,SELECT,TEST
Bỏ muối vào bánh ngọt là cách làm đúng hay sai?,SELECT,TEST
Dùng máy tính nhiều là tốt hay xấu?,SELECT,TEST
Điện xoay chiều viết tắt là gì?,ABBR.abb,TEST
CMT8 là viết tắt của từ gì?,ABBR.exp,TEST
NG trên xe tải là viết tắt của từ gì?,ABBR.exp,TEST
Ngày lễ tình nhân trắng là gì?,DESC.def,TEST
Điều gì đã xảy ra Trong chiến tranh biên giới Việt-Trung?,DESC.desc,TEST
Thủ tục để làm thẻ ngân hàng như thế nào?,DESC.desc,TEST
Làm sao để mua vé máy bay qua mạng?,DESC.desc,TEST
Phong Nha - Kẻ Bàng được hình thành như thế nào?,DESC.desc,TEST
Tại sao người Ai Cập cạo lông mày?,DESC.reason,TEST
Vì sao người Ai cập cổ đại lại tôn sùng loài mèo?,DESC.reason,TEST
Tại sao đóng bảo hiểm y tế là bắt buộc?,DESC.reason,TEST
Vịnh Hạ Long được xem là một trong bảy kỳ quan thế giới là do đâu?,DESC.reason,TEST
Hút thuốc lá ảnh hưởng tới bộ phần nào trên cơ thể con người?,ENTY,TEST
Món ăn nổi tiếng nhất nước Việt Nam là gì?,ENTY,TEST
Ông Trịnh Xuân Thanh là ai?,HUM.desc,TEST
Stephen Hawking là người nào?,HUM.desc,TEST
Ai được gọi là “Nhà lãnh tụ vĩ đại” của Việt Nam?,HUM.ind,TEST
Người sáng tạo ra Đạo Phật là ai?,HUM.ind,TEST
Ai là chủ nhân của bức hoạ Mona Lisa,HUM.ind,TEST
Nữ hoàng nội y là ai?,HUM.ind,TEST
Thác Bản Giốc toạ lạc tại vị trí nào Việt Nam?,LOC,TEST
Ở đâu có bán người yêu?,LOC,TEST
Kênh đào suez nằm ở thành phố nào?,LOC.city,TEST
Số lượng quốc gia đã được công nhận trên thế giới?,NUM,TEST
Trung bình một đời người gặp gỡ bao nhiêu con người?,NUM,TEST
Ngày Bác Hồ tuyên ngôn độc lập là ngày bao nhiêu?,NUM.date,TEST
Ngày cá tháng tư là ngày nào?,NUM.date,TEST
Khoa CNTT trường DHKHTN đào tạo 4 hay 5 năm?,SELECT,TEST
Liệu rằng cố gắng có đủ để thành công không?,SELECT,TEST
Ngủ trễ có hại cho sức khoẻ không?,SELECT,TEST
Tên viết tắt của Đông Nam Á ?,ABBR.abb,TEST
Tên viết tắt của Hội Đồng Bảo An Liên Hợp Quốc là gì ?,ABBR.abb,TEST
Tên viết tắt của liên đoàn cầu lông là gì ?,ABBR.abb,TEST
HTML là viết tắt của ?,ABBR.exp,TEST
Khối cầu dyson là gì ?,DESC.def,TEST
Lá cây đã làm gì với CO2 hấp thu được ?,DESC.desc,TEST
Bụi bặm gây ảnh hưởng gì đến phổi của chúng ta ?,DESC.desc,TEST
Cấu hình tối thiểu để chơi Liên Minh Huyền Thoại ?,DESC.desc,TEST
Tại sao rượu lại có thể cháy ?,DESC.reason,TEST
Loại thực phẩm gì được tiêu thụ nhiều nhất ở Viện Nam ?,ENTY,TEST
Cây nào cao nhanh nhất trên thế giới ?,ENTY,TEST
Ai là Võ Thị Sáu ?,HUM.desc,TEST
Nguyễn Du là ai ?,HUM.desc,TEST
Ai là Abraham Lincoln ?,HUM.desc,TEST
Ai là Doctor Strange trong MCU ?,HUM.desc,TEST
Ai là Võ Nguyên Giáp ?,HUM.desc,TEST
Cơ quan chống khủng bố Hoa Kỳ ?,HUM.group,TEST
Người nào nắm ký lục chạy nhanh nhất thế giới ?,HUM.ind,TEST
Người phát hiện châu mỹ đầu tiên là ai ?,HUM.ind,TEST
Vị trí xây dựng đập Hoà Bình ?,LOC,TEST
Thành Phố cao nhất thế giới là thành phố nào ?,LOC.city,TEST
Đất nước được coi là an toàn bậc nhất ?,LOC.country,TEST
"Theo pháp luật Việt Nam, một người có thể có bị phạt nhiều nhất bao nhiêu năm tù về tội giết người ?",NUM,TEST
Ngày sinh Bác Hồ ?,NUM.date,TEST
Ngày phóng thành công tiên lửa đầu tiên trên thế giới ?,NUM.date,TEST
Toà nhà Landmark 81 có thể chịu được động đất không ?,SELECT,TEST
"Trong Tiếng Anh “MR”,“MRS” là dạng viết tắt của từ đầy đủ gì?",ABBR.abb,TEST
“HDD” - tên đầy đủ của nó?,ABBR.abb,TEST
Thuật ngữ đầy đủ của “ICMP”?,ABBR.exp,TEST
Tên đầy đủ của mạng “LAN”?,ABBR.exp,TEST
Định nghĩa về đại số tuyến tính?,DESC.def,TEST
Khái niệm về hệ thống thông tin?,DESC.def,TEST
Thiết kế kỉ thuật điện thoại gaming RED MAGIC 6?,DESC.desc,TEST
Mô tả thiết kế của máy bay phản lực F-35 Lightning II?,DESC.desc,TEST
Cách thức quản lí thư viện của một người quản lí giỏi?,DESC.reason,TEST
Nguyên lí hoạt động máy nước nóng lạnh?,DESC.reason,TEST
Cách thức để train một mô hình máy học?,DESC.reason,TEST
Mắt của Người Châu Âu có gì khác biệt so với Châu Á?,HUM.desc,TEST
Băng đảng xã hội đen nào khét tiếng nước Ý?,HUM.group,TEST
Tổ chức lưu manh học đường ở Thái Lan hoạt động ra sao?,HUM.group,TEST
Băng đảng buôn người xuyên quốc gia nào lớn Đông Nam Á?,HUM.group,TEST
Tướng quân nào tài giỏi nhât trong sự nghiệp mở mang bờ cõi về phía Nam của nước ta?,HUM.ind,TEST
Vị trí nhà tù nào nguy hiểm nhất thế giới?,LOC,TEST
Thiên đường ẩm thực lớn nhất thê giới thuộc về thành phố nào?,LOC.city,TEST
Nhật Bản có vùng nông thôn hay không?,LOC.country,TEST
Quốc gia nào có nhiều sông ngòi nhất thế giới?,LOC.country,TEST
Số tàu ngầm của quân đội Việt Nam năm 2021?,NUM,TEST
Bình Dương có bao nhiêu khu công nghiệp?,NUM,TEST
Dân số của Việt Nam năm 2021?,NUM,TEST
Hà Nội có bao nhiêu tòa nhà cao tầng?,NUM,TEST
Ngày Độc Lập Tự Do thông nhất đất nước Việt Nam?,NUM.date,TEST
Ngày sinh nhật của Bác Hồ kính yêu?,NUM.date,TEST
Tỉnh Bình Dương có 3 thành phố vào ngày mấy?,NUM.date,TEST
Ngày thành lập trường Đại Học Khoa Học Tự Nhiên?,NUM.date,TEST
Chiến Thắng Điện Biên Phủ trên không lừng lẫy năm châu vào ngày mấy?,NUM.date,TEST
Ca mắc Covid-19 đầu tiên trên thế giới vào ngày nào?,NUM.date,TEST
